"Frase","Encuestado","Nivel_énfasis","Respuesta_Posición","Respuesta_Posición_Acierto","Respuesta_naturalidad","Posicion_enunciado","Número_sílabas"
"F12","97313901","3","muela","0","3","2","3"
"F12","97409849","3","comer","0","5","2","3"
"F12","97446121","3","Ninguna de las anteriores","0","4","2","3"
"F12","97591839","3","muela","0","4","2","3"
"F12","97687890","3","partida","1","4","2","3"
"F12","97688849","3","muela","0","4","2","3"
"F12","97725741","3","partida","1","3","2","3"
"F12","97741500","3","comer","0","4","2","3"
"F12","97762542","3","Ninguna de las anteriores","0","2","2","3"
"F12","97836262","3","partida","1","4","2","3"
"F12","97847023","3","Ninguna de las anteriores","0","4","2","3"
"F12","97913702","3","Ninguna de las anteriores","0","5","2","3"
"F12","98928867","3","Ninguna de las anteriores","0","4","2","3"
"F12","98929451","3","partida","1","4","2","3"
"F13","96372450","3","sol","1","2","3","1"
"F13","96419652","3","sol","1","3","3","1"
"F13","96520359","3","sol","1","1","3","1"
"F13","96527672","3","Ninguna de las anteriores","0","4","3","1"
"F13","96540700","3","sol","1","2","3","1"
"F13","96603178","3","sol","1","4","3","1"
"F13","96606089","3","sol","1","2","3","1"
"F13","96615914","3","sol","1","4","3","1"
"F13","96620145","3","madre","0","3","3","1"
"F13","96621195","3","Ninguna de las anteriores","0","4","3","1"
"F13","96632274","3","sol","1","2","3","1"
"F13","96634147","3","sol","1","2","3","1"
"F13","96636044","3","sol","1","2","3","1"
"F13","96656784","3","sol","1","3","3","1"
"F13","96657675","3","sol","1","3","3","1"
"F13","96660080","3","sol","1","2","3","1"
"F13","96690215","3","sol","1","3","3","1"
"F13","96714607","3","sol","1","1","3","1"
"F13","96734578","3","sol","1","4","3","1"
"F13","96738448","3","sol","1","3","3","1"
"F13","96739237","3","sol","1","3","3","1"
"F13","96767581","3","sol","1","3","3","1"
"F13","96772982","3","sol","1","3","3","1"
"F13","96844645","3","sol","1","3","3","1"
"F13","96854052","3","madre","0","2","3","1"
"F13","96855312","3","sol","1","3","3","1"
"F13","96870111","3","Ninguna de las anteriores","0","3","3","1"
"F13","96877986","3","sol","1","4","3","1"
"F13","96945124","3","sol","1","3","3","1"
"F13","96950656","3","sol","1","2","3","1"
"F13","96987671","3","sol","1","2","3","1"
"F13","97016368","3","madre","0","2","3","1"
"F13","97085639","3","sol","1","2","3","1"
"F13","97295827","3","sol","1","4","3","1"
"F13","97313901","3","sol","1","2","3","1"
"F13","97409849","3","sol","1","2","3","1"
"F13","97446121","3","sol","1","2","3","1"
"F13","97591839","3","sol","1","2","3","1"
"F13","97687890","3","sol","1","3","3","1"
"F13","97688849","3","sol","1","5","3","1"
"F13","97725741","3","sol","1","2","3","1"
"F13","97741500","3","sol","1","1","3","1"
"F13","97762542","3","sol","1","2","3","1"
"F13","97836262","3","sol","1","3","3","1"
"F13","97847023","3","sol","1","2","3","1"
"F13","97913702","3","sol","1","2","3","1"
"F13","98928867","3","sol","1","1","3","1"
"F13","98929451","3","sol","1","2","3","1"
"F14","96372450","3","miel","1","2","3","1"
"F14","96419652","3","miel","1","2","3","1"
"F14","96520359","3","miel","1","1","3","1"
"F14","96527672","3","miel","1","2","3","1"
"F14","96540700","3","miel","1","4","3","1"
"F14","96603178","3","miel","1","3","3","1"
"F14","96606089","3","miel","1","2","3","1"
"F14","96615914","3","miel","1","2","3","1"
"F14","96620145","3","pastas","0","2","3","1"
"F14","96621195","3","miel","1","2","3","1"
"F14","96632274","3","miel","1","2","3","1"
"F14","96634147","3","miel","1","2","3","1"
"F14","96636044","3","miel","1","2","3","1"
"F14","96656784","3","miel","1","3","3","1"
"F14","96657675","3","miel","1","3","3","1"
"F14","96660080","3","miel","1","2","3","1"
"F14","96690215","3","miel","1","2","3","1"
"F14","96714607","3","miel","1","1","3","1"
"F14","96734578","3","miel","1","2","3","1"
"F14","96738448","3","miel","1","4","3","1"
"F14","96739237","3","miel","1","3","3","1"
"F14","96767581","3","miel","1","1","3","1"
"F14","96772982","3","miel","1","2","3","1"
"F14","96844645","3","miel","1","2","3","1"
"F14","96854052","3","miel","1","4","3","1"
"F14","96855312","3","miel","1","2","3","1"
"F14","96870111","3","miel","1","2","3","1"
"F14","96877986","3","miel","1","2","3","1"
"F14","96945124","3","pastas","0","2","3","1"
"F14","96950656","3","miel","1","1","3","1"
"F14","96987671","3","miel","1","2","3","1"
"F14","97016368","3","miel","1","1","3","1"
"F14","97085639","3","miel","1","4","3","1"
"F14","97295827","3","miel","1","2","3","1"
"F14","97313901","3","miel","1","2","3","1"
"F14","97409849","3","miel","1","1","3","1"
"F14","97446121","3","miel","1","2","3","1"
"F14","97591839","3","miel","1","2","3","1"
"F14","97687890","3","miel","1","3","3","1"
"F14","97688849","3","miel","1","3","3","1"
"F14","97725741","3","miel","1","3","3","1"
"F14","97741500","3","miel","1","1","3","1"
"F14","97762542","3","miel","1","2","3","1"
"F14","97836262","3","miel","1","3","3","1"
"F14","97847023","3","miel","1","3","3","1"
"F14","97913702","3","miel","1","1","3","1"
"F14","98928867","3","miel","1","1","3","1"
"F14","98929451","3","miel","1","3","3","1"
"F15","96372450","3","ruinas","1","3","3","2"
"F15","96419652","3","ruinas","1","4","3","2"
"F15","96520359","3","ruinas","1","1","3","2"
"F15","96527672","3","ruinas","1","4","3","2"
"F15","96540700","3","ruinas","1","3","3","2"
"F15","96603178","3","ruinas","1","3","3","2"
"F15","96606089","3","ruinas","1","3","3","2"
"F15","96615914","3","ruinas","1","2","3","2"
"F15","96620145","3","casa","0","3","3","2"
"F15","96621195","3","Ninguna de las anteriores","0","4","3","2"
"F15","96632274","3","ruinas","1","2","3","2"
"F15","96634147","3","ruinas","1","3","3","2"
"F15","96636044","3","ruinas","1","2","3","2"
"F15","96656784","3","ruinas","1","4","3","2"
"F15","96657675","3","ruinas","1","3","3","2"
"F15","96660080","3","ruinas","1","3","3","2"
"F15","96690215","3","ruinas","1","2","3","2"
"F15","96714607","3","ruinas","1","1","3","2"
"F15","96734578","3","ruinas","1","3","3","2"
"F15","96738448","3","ruinas","1","4","3","2"
"F15","96739237","3","ruinas","1","3","3","2"
"F15","96767581","3","ruinas","1","2","3","2"
"F15","96772982","3","casa","0","4","3","2"
"F15","96844645","3","ruinas","1","3","3","2"
"F15","96854052","3","ruinas","1","3","3","2"
"F15","96855312","3","ruinas","1","2","3","2"
"F15","96870111","3","Ninguna de las anteriores","0","3","3","2"
"F15","96877986","3","ruinas","1","4","3","2"
"F15","96945124","3","casa","0","2","3","2"
"F15","96950656","3","ruinas","1","1","3","2"
"F15","96987671","3","ruinas","1","3","3","2"
"F15","97016368","3","Ninguna de las anteriores","0","2","3","2"
"F15","97085639","3","Ninguna de las anteriores","0","4","3","2"
"F15","97295827","3","ruinas","1","2","3","2"
"F15","97313901","3","Ninguna de las anteriores","0","4","3","2"
"F15","97409849","3","ruinas","1","3","3","2"
"F15","97446121","3","ruinas","1","3","3","2"
"F15","97591839","3","ruinas","1","2","3","2"
"F15","97687890","3","ruinas","1","4","3","2"
"F15","97688849","3","casa","0","3","3","2"
"F15","97725741","3","ruinas","1","3","3","2"
"F15","97741500","3","ruinas","1","2","3","2"
"F15","97762542","3","casa","0","3","3","2"
"F15","97836262","3","ruinas","1","3","3","2"
"F15","97847023","3","ruinas","1","4","3","2"
"F15","97913702","3","ruinas","1","3","3","2"
"F15","98928867","3","ruinas","1","3","3","2"
"F15","98929451","3","ruinas","1","3","3","2"
"F16","96372450","3","anchas","1","3","3","2"
"F16","96419652","3","anchas","1","3","3","2"
"F16","96520359","3","anchas","1","1","3","2"
"F16","96527672","3","anchas","1","2","3","2"
"F16","96540700","3","anchas","1","2","3","2"
"F16","96603178","3","anchas","1","2","3","2"
"F16","96606089","3","anchas","1","2","3","2"
"F16","96615914","3","anchas","1","2","3","2"
"F16","96620145","3","campan","0","1","3","2"
"F16","96621195","3","anchas","1","3","3","2"
"F16","96632274","3","anchas","1","2","3","2"
"F16","96634147","3","anchas","1","3","3","2"
"F16","96636044","3","anchas","1","2","3","2"
"F16","96656784","3","anchas","1","3","3","2"
"F16","96657675","3","anchas","1","4","3","2"
"F16","96660080","3","anchas","1","4","3","2"
"F16","96690215","3","anchas","1","2","3","2"
"F16","96714607","3","anchas","1","3","3","2"
"F16","96734578","3","anchas","1","2","3","2"
"F16","96738448","3","anchas","1","3","3","2"
"F16","96739237","3","anchas","1","2","3","2"
"F16","96767581","3","anchas","1","2","3","2"
"F16","96772982","3","anchas","1","1","3","2"
"F16","96844645","3","anchas","1","3","3","2"
"F16","96854052","3","anchas","1","2","3","2"
"F16","96855312","3","anchas","1","3","3","2"
"F16","96870111","3","anchas","1","2","3","2"
"F16","96877986","3","anchas","1","2","3","2"
"F16","96945124","3","anchas","1","2","3","2"
"F16","96950656","3","campan","0","2","3","2"
"F16","96987671","3","anchas","1","2","3","2"
"F16","97016368","3","anchas","1","2","3","2"
"F16","97085639","3","anchas","1","2","3","2"
"F16","97295827","3","anchas","1","2","3","2"
"F16","97313901","3","anchas","1","2","3","2"
"F16","97409849","3","anchas","1","1","3","2"
"F16","97446121","3","anchas","1","2","3","2"
"F16","97591839","3","anchas","1","1","3","2"
"F16","97687890","3","anchas","1","4","3","2"
"F16","97688849","3","anchas","1","3","3","2"
"F16","97725741","3","anchas","1","3","3","2"
"F16","97741500","3","anchas","1","3","3","2"
"F16","97762542","3","siempre","0","2","3","2"
"F16","97836262","3","anchas","1","3","3","2"
"F16","97847023","3","anchas","1","5","3","2"
"F16","97913702","3","anchas","1","2","3","2"
"F16","98928867","3","anchas","1","3","3","2"
"F16","98929451","3","anchas","1","3","3","2"
"F17","96372450","3","desastre","1","3","3","3"
"F17","96419652","3","desastre","1","5","3","3"
"F17","96520359","3","auténtico","0","3","3","3"
"F17","96527672","3","desastre","1","4","3","3"
"F17","96540700","3","desastre","1","4","3","3"
"F17","96603178","3","desastre","1","3","3","3"
"F17","96606089","3","desastre","1","2","3","3"
"F17","96615914","3","Ninguna de las anteriores","0","4","3","3"
"F17","96620145","3","vida","0","3","3","3"
"F17","96621195","3","desastre","1","4","3","3"
"F17","96632274","3","desastre","1","3","3","3"
"F17","96634147","3","desastre","1","3","3","3"
"F17","96636044","3","desastre","1","3","3","3"
"F17","96656784","3","desastre","1","4","3","3"
"F17","96657675","3","desastre","1","4","3","3"
"F17","96660080","3","desastre","1","3","3","3"
"F17","96690215","3","desastre","1","2","3","3"
"F17","96714607","3","Ninguna de las anteriores","0","1","3","3"
"F17","96734578","3","desastre","1","3","3","3"
"F17","96738448","3","desastre","1","4","3","3"
"F17","96739237","3","desastre","1","3","3","3"
"F17","96767581","3","desastre","1","1","3","3"
"F17","96772982","3","desastre","1","3","3","3"
"F17","96844645","3","desastre","1","3","3","3"
"F17","96854052","3","desastre","1","4","3","3"
"F17","96855312","3","desastre","1","4","3","3"
"F17","96870111","3","desastre","1","4","3","3"
"F17","96877986","3","desastre","1","3","3","3"
"F17","96945124","3","desastre","1","2","3","3"
"F17","96950656","3","Ninguna de las anteriores","0","2","3","3"
"F17","96987671","3","desastre","1","3","3","3"
"F17","97016368","3","auténtico","0","2","3","3"
"F17","97085639","3","desastre","1","3","3","3"
"F17","97295827","3","desastre","1","2","3","3"
"F17","97313901","3","desastre","1","2","3","3"
"F17","97409849","3","desastre","1","1","3","3"
"F17","97446121","3","desastre","1","3","3","3"
"F17","97591839","3","desastre","1","2","3","3"
"F17","97687890","3","desastre","1","4","3","3"
"F17","97688849","3","vida","0","5","3","3"
"F17","97725741","3","desastre","1","4","3","3"
"F17","97741500","3","desastre","1","3","3","3"
"F17","97762542","3","desastre","1","2","3","3"
"F17","97836262","3","desastre","1","4","3","3"
"F17","97847023","3","desastre","1","3","3","3"
"F17","97913702","3","desastre","1","3","3","3"
"F17","98928867","3","desastre","1","2","3","3"
"F17","98929451","3","desastre","1","4","3","3"
"F18","96372450","3","Ninguna de las anteriores","0","4","3","3"
"F18","96419652","3","Ninguna de las anteriores","0","5","3","3"
"F18","96520359","3","manchada","1","4","3","3"
"F18","96527672","3","manchada","1","4","3","3"
"F18","96540700","3","Ninguna de las anteriores","0","3","3","3"
"F18","96603178","3","manchada","1","4","3","3"
"F18","96606089","3","manchada","1","3","3","3"
"F18","96615914","3","Ninguna de las anteriores","0","5","3","3"
"F18","96620145","3","Ninguna de las anteriores","0","3","3","3"
"F18","96621195","3","manchada","1","4","3","3"
"F18","96632274","3","manchada","1","4","3","3"
"F18","96634147","3","manchada","1","3","3","3"
"F18","96636044","3","manchada","1","3","3","3"
"F18","96656784","3","Ninguna de las anteriores","0","3","3","3"
"F18","96657675","3","manchada","1","4","3","3"
"F18","96660080","3","Ninguna de las anteriores","0","4","3","3"
"F18","96690215","3","manchada","1","4","3","3"
"F18","96714607","3","Ninguna de las anteriores","0","1","3","3"
"F18","96734578","3","manchada","1","4","3","3"
"F18","96738448","3","manchada","1","4","3","3"
"F18","96739237","3","Ninguna de las anteriores","0","4","3","3"
"F18","96767581","3","Ninguna de las anteriores","0","4","3","3"
"F18","96772982","3","Ninguna de las anteriores","0","5","3","3"
"F18","96844645","3","Ninguna de las anteriores","0","4","3","3"
"F18","96854052","3","camisa","0","3","3","3"
"F18","96855312","3","Ninguna de las anteriores","0","5","3","3"
"F18","96870111","3","Ninguna de las anteriores","0","3","3","3"
"F18","96877986","3","Ninguna de las anteriores","0","5","3","3"
"F18","96945124","3","Ninguna de las anteriores","0","4","3","3"
"F18","96950656","3","Ninguna de las anteriores","0","3","3","3"
"F18","96987671","3","manchada","1","4","3","3"
"F18","97016368","3","manchada","1","3","3","3"
"F18","97085639","3","manchada","1","3","3","3"
"F18","97295827","3","manchada","1","4","3","3"
"F18","97313901","3","Ninguna de las anteriores","0","4","3","3"
"F18","97409849","3","manchada","1","3","3","3"
"F18","97446121","3","manchada","1","4","3","3"
"F18","97591839","3","manchada","1","3","3","3"
"F18","97687890","3","manchada","1","4","3","3"
"F18","97688849","3","manchada","1","4","3","3"
"F18","97725741","3","manchada","1","4","3","3"
"F18","97741500","3","Ninguna de las anteriores","0","4","3","3"
"F18","97762542","3","Ninguna de las anteriores","0","4","3","3"
"F18","97836262","3","manchada","1","4","3","3"
"F18","97847023","3","manchada","1","4","3","3"
"F18","97913702","3","manchada","1","5","3","3"
"F18","98928867","3","manchada","1","3","3","3"
"F18","98929451","3","manchada","1","3","3","3"
"F01","96372450","4","ven","1","4","1","1"
"F01","96419652","4","ven","1","5","1","1"
"F01","96520359","4","ven","1","3","1","1"
"F01","96527672","4","ven","1","4","1","1"
"F01","96540700","4","ven","1","4","1","1"
"F01","96603178","4","ahora","0","3","1","1"
"F01","96606089","4","ven","1","5","1","1"
"F01","96615914","4","ven","1","4","1","1"
"F01","96620145","4","ven","1","3","1","1"
"F01","96621195","4","ven","1","4","1","1"
"F01","96632274","4","ven","1","4","1","1"
"F01","96634147","4","ven","1","2","1","1"
"F01","96636044","4","ven","1","3","1","1"
"F01","96656784","4","ven","1","4","1","1"
"F01","96657675","4","ven","1","3","1","1"
"F01","96660080","4","ven","1","4","1","1"
"F01","96690215","4","ven","1","3","1","1"
"F01","96714607","4","ven","1","3","1","1"
"F01","96734578","4","ven","1","5","1","1"
"F01","96738448","4","ven","1","3","1","1"
"F01","96739237","4","ven","1","3","1","1"
"F01","96767581","4","ven","1","5","1","1"
"F01","96772982","4","ven","1","4","1","1"
"F01","96844645","4","ven","1","4","1","1"
"F01","96854052","4","ven","1","4","1","1"
"F01","96855312","4","ven","1","5","1","1"
"F01","96870111","4","ven","1","4","1","1"
"F01","96877986","4","ven","1","3","1","1"
"F01","96945124","4","ven","1","3","1","1"
"F01","96950656","4","ven","1","3","1","1"
"F01","96987671","4","ven","1","2","1","1"
"F01","97016368","4","ven","1","3","1","1"
"F01","97085639","4","Ninguna de las anteriores","0","3","1","1"
"F01","97295827","4","ven","1","5","1","1"
"F01","97313901","4","ven","1","5","1","1"
"F01","97409849","4","ven","1","5","1","1"
"F01","97446121","4","ven","1","4","1","1"
"F01","97591839","4","ven","1","3","1","1"
"F01","97687890","4","ven","1","4","1","1"
"F01","97688849","4","ven","1","4","1","1"
"F01","97725741","4","ven","1","4","1","1"
"F01","97741500","4","ven","1","4","1","1"
"F01","97762542","4","ven","1","4","1","1"
"F01","97836262","4","ven","1","5","1","1"
"F01","97847023","4","ven","1","4","1","1"
"F01","97913702","4","ven","1","4","1","1"
"F01","98928867","4","ven","1","4","1","1"
"F01","98929451","4","ven","1","4","1","1"
"F02","96372450","4","sal","1","4","1","1"
"F02","96419652","4","sal","1","5","1","1"
"F02","96520359","4","sal","1","3","1","1"
"F02","96527672","4","sal","1","2","1","1"
"F02","96540700","4","sal","1","3","1","1"
"F02","96603178","4","sal","1","3","1","1"
"F02","96606089","4","sal","1","3","1","1"
"F02","96615914","4","sal","1","3","1","1"
"F02","96620145","4","sal","1","3","1","1"
"F02","96621195","4","sal","1","2","1","1"
"F02","96632274","4","sal","1","2","1","1"
"F02","96634147","4","sal","1","3","1","1"
"F02","96636044","4","sal","1","2","1","1"
"F02","96656784","4","sal","1","2","1","1"
"F02","96657675","4","sal","1","4","1","1"
"F02","96660080","4","sal","1","3","1","1"
"F02","96690215","4","sal","1","2","1","1"
"F02","96714607","4","sal","1","1","1","1"
"F02","96734578","4","sal","1","3","1","1"
"F02","96738448","4","sal","1","4","1","1"
"F02","96739237","4","sal","1","3","1","1"
"F02","96767581","4","sal","1","5","1","1"
"F02","96772982","4","sal","1","4","1","1"
"F02","96844645","4","sal","1","3","1","1"
"F02","96854052","4","sal","1","3","1","1"
"F02","96855312","4","sal","1","4","1","1"
"F02","96870111","4","sal","1","4","1","1"
"F02","96877986","4","sal","1","1","1","1"
"F02","96945124","4","sal","1","2","1","1"
"F02","96950656","4","sal","1","1","1","1"
"F02","96987671","4","sal","1","2","1","1"
"F02","97016368","4","sal","1","3","1","1"
"F02","97085639","4","sal","1","3","1","1"
"F02","97295827","4","sal","1","4","1","1"
"F02","97313901","4","sal","1","5","1","1"
"F02","97409849","4","sal","1","1","1","1"
"F02","97446121","4","sal","1","3","1","1"
"F02","97591839","4","sal","1","2","1","1"
"F02","97687890","4","sal","1","4","1","1"
"F02","97688849","4","sal","1","5","1","1"
"F02","97725741","4","sal","1","4","1","1"
"F02","97741500","4","sal","1","4","1","1"
"F02","97762542","4","la","0","2","1","1"
"F02","97836262","4","sal","1","5","1","1"
"F02","97847023","4","sal","1","4","1","1"
"F02","97913702","4","sal","1","2","1","1"
"F02","98928867","4","sal","1","3","1","1"
"F02","98929451","4","sal","1","3","1","1"
"F03","96372450","4","nunca","1","3","1","2"
"F03","96419652","4","nunca","1","5","1","2"
"F03","96520359","4","nunca","1","3","1","2"
"F03","96527672","4","nunca","1","4","1","2"
"F03","96540700","4","nunca","1","5","1","2"
"F03","96603178","4","nunca","1","4","1","2"
"F03","96606089","4","nunca","1","3","1","2"
"F03","96615914","4","nunca","1","3","1","2"
"F03","96620145","4","hermanos","0","3","1","2"
"F03","96621195","4","nunca","1","3","1","2"
"F03","96632274","4","nunca","1","3","1","2"
"F03","96634147","4","nunca","1","3","1","2"
"F03","96636044","4","nunca","1","3","1","2"
"F03","96656784","4","nunca","1","4","1","2"
"F03","96657675","4","nunca","1","4","1","2"
"F03","96660080","4","nunca","1","4","1","2"
"F03","96690215","4","nunca","1","2","1","2"
"F03","96714607","4","nunca","1","2","1","2"
"F03","96734578","4","nunca","1","3","1","2"
"F03","96738448","4","nunca","1","4","1","2"
"F03","96739237","4","nunca","1","4","1","2"
"F03","96767581","4","nunca","1","4","1","2"
"F03","96772982","4","nunca","1","2","1","2"
"F03","96844645","4","nunca","1","4","1","2"
"F03","96854052","4","nunca","1","3","1","2"
"F03","96855312","4","nunca","1","3","1","2"
"F03","96870111","4","nunca","1","3","1","2"
"F03","96877986","4","nunca","1","1","1","2"
"F03","96945124","4","nunca","1","3","1","2"
"F03","96950656","4","nunca","1","3","1","2"
"F03","96987671","4","nunca","1","5","1","2"
"F03","97016368","4","nunca","1","1","1","2"
"F03","97085639","4","nunca","1","4","1","2"
"F03","97295827","4","nunca","1","4","1","2"
"F03","97313901","4","nunca","1","4","1","2"
"F03","97409849","4","nunca","1","1","1","2"
"F03","97446121","4","nunca","1","3","1","2"
"F03","97591839","4","nunca","1","3","1","2"
"F03","97687890","4","nunca","1","4","1","2"
"F03","97688849","4","nunca","1","5","1","2"
"F03","97725741","4","nunca","1","4","1","2"
"F03","97741500","4","nunca","1","3","1","2"
"F03","97762542","4","nunca","1","2","1","2"
"F03","97836262","4","nunca","1","5","1","2"
"F03","97847023","4","nunca","1","5","1","2"
"F03","97913702","4","riñe","0","3","1","2"
"F03","98928867","4","nunca","1","4","1","2"
"F03","98929451","4","nunca","1","4","1","2"
"F04","96372450","4","danza","1","3","1","2"
"F04","96419652","4","danza","1","3","1","2"
"F04","96520359","4","danza","1","4","1","2"
"F04","96527672","4","danza","1","3","1","2"
"F04","96540700","4","danza","1","4","1","2"
"F04","96603178","4","danza","1","4","1","2"
"F04","96606089","4","danza","1","3","1","2"
"F04","96615914","4","danza","1","2","1","2"
"F04","96620145","4","danza","1","3","1","2"
"F04","96621195","4","danza","1","2","1","2"
"F04","96632274","4","danza","1","4","1","2"
"F04","96634147","4","danza","1","3","1","2"
"F04","96636044","4","danza","1","1","1","2"
"F04","96656784","4","danza","1","4","1","2"
"F04","96657675","4","danza","1","4","1","2"
"F04","96660080","4","danza","1","4","1","2"
"F04","96690215","4","danza","1","2","1","2"
"F04","96714607","4","olas","0","3","1","2"
"F04","96734578","4","danza","1","2","1","2"
"F04","96738448","4","danza","1","2","1","2"
"F04","96739237","4","danza","1","3","1","2"
"F04","96767581","4","Ninguna de las anteriores","0","4","1","2"
"F04","96772982","4","danza","1","1","1","2"
"F04","96844645","4","danza","1","4","1","2"
"F04","96854052","4","danza","1","3","1","2"
"F04","96855312","4","danza","1","5","1","2"
"F04","96870111","4","danza","1","2","1","2"
"F04","96877986","4","danza","1","3","1","2"
"F04","96945124","4","danza","1","3","1","2"
"F04","96950656","4","danza","1","3","1","2"
"F04","96987671","4","danza","1","2","1","2"
"F04","97016368","4","danza","1","2","1","2"
"F04","97085639","4","danza","1","2","1","2"
"F04","97295827","4","danza","1","4","1","2"
"F04","97313901","4","danza","1","3","1","2"
"F04","97409849","4","danza","1","2","1","2"
"F04","97446121","4","danza","1","3","1","2"
"F04","97591839","4","danza","1","2","1","2"
"F04","97687890","4","danza","1","4","1","2"
"F04","97688849","4","danza","1","3","1","2"
"F04","97725741","4","danza","1","4","1","2"
"F04","97741500","4","danza","1","2","1","2"
"F04","97762542","4","danza","1","4","1","2"
"F04","97836262","4","danza","1","5","1","2"
"F04","97847023","4","danza","1","4","1","2"
"F04","97913702","4","danza","1","2","1","2"
"F04","98928867","4","danza","1","3","1","2"
"F04","98929451","4","danza","1","3","1","2"
"F05","96372450","4","adoro","1","4","1","3"
"F05","96419652","4","Ninguna de las anteriores","0","5","1","3"
"F05","96520359","4","adoro","1","5","1","3"
"F05","96527672","4","adoro","1","4","1","3"
"F05","96540700","4","adoro","1","4","1","3"
"F05","96603178","4","Ninguna de las anteriores","0","4","1","3"
"F05","96606089","4","adoro","1","3","1","3"
"F05","96615914","4","adoro","1","3","1","3"
"F05","96620145","4","adoro","1","3","1","3"
"F05","96621195","4","adoro","1","3","1","3"
"F05","96632274","4","Ninguna de las anteriores","0","4","1","3"
"F05","96634147","4","adoro","1","3","1","3"
"F05","96636044","4","adoro","1","3","1","3"
"F05","96656784","4","adoro","1","5","1","3"
"F05","96657675","4","adoro","1","4","1","3"
"F05","96660080","4","Ninguna de las anteriores","0","4","1","3"
"F05","96690215","4","adoro","1","2","1","3"
"F05","96714607","4","adoro","1","1","1","3"
"F05","96734578","4","adoro","1","5","1","3"
"F05","96738448","4","adoro","1","5","1","3"
"F05","96739237","4","adoro","1","4","1","3"
"F05","96767581","4","adoro","1","4","1","3"
"F05","96772982","4","adoro","1","2","1","3"
"F05","96844645","4","adoro","1","3","1","3"
"F05","96854052","4","adoro","1","4","1","3"
"F05","96855312","4","adoro","1","4","1","3"
"F05","96870111","4","adoro","1","5","1","3"
"F05","96877986","4","adoro","1","3","1","3"
"F05","96945124","4","adoro","1","2","1","3"
"F05","96950656","4","adoro","1","2","1","3"
"F05","96987671","4","adoro","1","4","1","3"
"F05","97016368","4","adoro","1","3","1","3"
"F05","97085639","4","Ninguna de las anteriores","0","4","1","3"
"F05","97295827","4","adoro","1","4","1","3"
"F05","97313901","4","adoro","1","4","1","3"
"F05","97409849","4","adoro","1","4","1","3"
"F05","97446121","4","Ninguna de las anteriores","0","4","1","3"
"F05","97591839","4","Ninguna de las anteriores","0","3","1","3"
"F05","97687890","4","adoro","1","4","1","3"
"F05","97688849","4","esa","0","4","1","3"
"F05","97725741","4","adoro","1","5","1","3"
"F05","97741500","4","adoro","1","4","1","3"
"F05","97762542","4","adoro","1","4","1","3"
"F05","97836262","4","adoro","1","4","1","3"
"F05","97847023","4","adoro","1","3","1","3"
"F05","97913702","4","adoro","1","4","1","3"
"F05","98928867","4","adoro","1","3","1","3"
"F05","98929451","4","adoro","1","3","1","3"
"F06","96372450","4","líbrate","1","4","1","3"
"F06","96419652","4","líbrate","1","4","1","3"
"F06","96520359","4","líbrate","1","2","1","3"
"F06","96527672","4","líbrate","1","4","1","3"
"F06","96540700","4","líbrate","1","4","1","3"
"F06","96603178","4","líbrate","1","4","1","3"
"F06","96606089","4","líbrate","1","2","1","3"
"F06","96615914","4","líbrate","1","2","1","3"
"F06","96620145","4","líbrate","1","3","1","3"
"F06","96621195","4","líbrate","1","4","1","3"
"F06","96632274","4","líbrate","1","4","1","3"
"F06","96634147","4","líbrate","1","3","1","3"
"F06","96636044","4","líbrate","1","2","1","3"
"F06","96656784","4","líbrate","1","4","1","3"
"F06","96657675","4","líbrate","1","3","1","3"
"F06","96660080","4","líbrate","1","3","1","3"
"F06","96690215","4","líbrate","1","3","1","3"
"F06","96714607","4","líbrate","1","3","1","3"
"F06","96734578","4","líbrate","1","3","1","3"
"F06","96738448","4","líbrate","1","3","1","3"
"F06","96739237","4","líbrate","1","3","1","3"
"F06","96767581","4","líbrate","1","4","1","3"
"F06","96772982","4","líbrate","1","4","1","3"
"F06","96844645","4","líbrate","1","4","1","3"
"F06","96854052","4","líbrate","1","3","1","3"
"F06","96855312","4","líbrate","1","4","1","3"
"F06","96870111","4","líbrate","1","5","1","3"
"F06","96877986","4","líbrate","1","5","1","3"
"F06","96945124","4","líbrate","1","3","1","3"
"F06","96950656","4","líbrate","1","3","1","3"
"F06","96987671","4","líbrate","1","3","1","3"
"F06","97016368","4","líbrate","1","3","1","3"
"F06","97085639","4","líbrate","1","4","1","3"
"F06","97295827","4","líbrate","1","4","1","3"
"F06","97313901","4","líbrate","1","4","1","3"
"F06","97409849","4","líbrate","1","2","1","3"
"F06","97446121","4","líbrate","1","3","1","3"
"F06","97591839","4","líbrate","1","2","1","3"
"F06","97687890","4","líbrate","1","4","1","3"
"F06","97688849","4","líbrate","1","4","1","3"
"F06","97725741","4","líbrate","1","4","1","3"
"F06","97741500","4","líbrate","1","3","1","3"
"F06","97762542","4","líbrate","1","4","1","3"
"F06","97836262","4","líbrate","1","5","1","3"
"F06","97847023","4","líbrate","1","4","1","3"
"F06","97913702","4","líbrate","1","2","1","3"
"F06","98928867","4","líbrate","1","4","1","3"
"F06","98929451","4","líbrate","1","3","1","3"
"F07","96372450","4","muy","1","2","2","1"
"F07","96419652","4","muy","1","2","2","1"
"F07","96520359","4","muy","1","1","2","1"
"F07","96527672","4","muy","1","2","2","1"
"F07","96540700","4","muy","1","2","2","1"
"F07","96603178","4","muy","1","3","2","1"
"F07","96606089","4","muy","1","2","2","1"
